Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,50.0,50.0,50.0,50.0,50.0,200
2021-01-05,50.0,50.0,50.0,50.0,50.0,716300
2021-01-07,50.0,50.0,50.0,50.0,50.0,1000
2021-01-11,50.0,50.0,50.0,50.0,50.0,446200
2021-01-12,50.0,50.0,50.0,50.0,50.0,600
2021-01-13,50.0,50.0,50.0,50.0,50.0,0
2021-01-15,50.0,50.0,50.0,50.0,50.0,800700
2021-01-18,50.0,50.0,50.0,50.0,50.0,1100
2021-01-19,50.0,50.0,50.0,50.0,50.0,811000
2021-01-21,50.0,50.0,50.0,50.0,50.0,960000
2021-01-22,50.0,50.0,50.0,50.0,50.0,3000
2021-01-25,50.0,50.0,50.0,50.0,50.0,713900
2021-01-26,50.0,50.0,50.0,50.0,50.0,400
2021-02-01,50.0,50.0,50.0,50.0,50.0,481100
2021-02-04,50.0,50.0,50.0,50.0,50.0,400600
2021-02-05,50.0,50.0,50.0,50.0,50.0,100
2021-02-08,50.0,50.0,50.0,50.0,50.0,355000
2021-02-09,50.0,50.0,50.0,50.0,50.0,11500
2021-02-11,50.0,50.0,50.0,50.0,50.0,772300
2021-02-15,50.0,50.0,50.0,50.0,50.0,22800
2021-02-18,50.0,50.0,50.0,50.0,50.0,763900
2021-02-23,50.0,50.0,50.0,50.0,50.0,10100
2021-02-24,50.0,50.0,50.0,50.0,50.0,880900
2021-02-26,50.0,50.0,50.0,50.0,50.0,1300
2021-03-01,50.0,50.0,50.0,50.0,50.0,1200
2021-03-02,50.0,50.0,50.0,50.0,50.0,1900
2021-03-03,50.0,50.0,50.0,50.0,50.0,159600
2021-03-04,50.0,50.0,50.0,50.0,50.0,311900
2021-03-05,50.0,50.0,50.0,50.0,50.0,12000
2021-03-08,50.0,50.0,50.0,50.0,50.0,573700
2021-03-09,50.0,50.0,50.0,50.0,50.0,311300
2021-03-12,50.0,50.0,50.0,50.0,50.0,2100
2021-03-15,50.0,50.0,50.0,50.0,50.0,700
2021-03-16,50.0,50.0,50.0,50.0,50.0,15200
2021-03-17,50.0,50.0,50.0,50.0,50.0,500
2021-03-18,50.0,50.0,50.0,50.0,50.0,21400
2021-03-22,50.0,50.0,50.0,50.0,50.0,20400
2021-03-24,50.0,50.0,50.0,50.0,50.0,310300
2021-03-25,50.0,50.0,50.0,50.0,50.0,300
2021-04-06,50.0,50.0,50.0,50.0,50.0,10209100
2021-04-07,50.0,50.0,50.0,50.0,50.0,12538300
2021-04-08,50.0,50.0,50.0,50.0,50.0,70997000
2021-04-09,50.0,50.0,50.0,50.0,50.0,26585000
2021-04-12,50.0,50.0,50.0,50.0,50.0,60939400
2021-04-13,50.0,50.0,50.0,50.0,50.0,11011200
2021-04-14,50.0,50.0,50.0,50.0,50.0,59529200
2021-04-15,50.0,50.0,50.0,50.0,50.0,63326600
2021-04-16,50.0,50.0,50.0,50.0,50.0,45726600
2021-04-19,50.0,50.0,50.0,50.0,50.0,61842700
2021-04-20,50.0,50.0,50.0,50.0,50.0,42220400
2021-04-21,50.0,50.0,50.0,50.0,50.0,49070200
2021-04-22,50.0,50.0,50.0,50.0,50.0,7228000
2021-04-23,50.0,50.0,50.0,50.0,50.0,34920400
2021-04-26,50.0,50.0,50.0,50.0,50.0,10591000
2021-04-27,50.0,50.0,50.0,50.0,50.0,111200
2021-04-28,50.0,50.0,50.0,50.0,50.0,10000
2021-04-29,50.0,50.0,50.0,50.0,50.0,89600
2021-04-30,50.0,50.0,50.0,50.0,50.0,6598300
2021-05-03,50.0,50.0,50.0,50.0,50.0,35347100
2021-05-04,50.0,50.0,50.0,50.0,50.0,14906200
2021-05-05,50.0,50.0,50.0,50.0,50.0,13991100
2021-05-06,50.0,50.0,50.0,50.0,50.0,32194900
2021-05-07,50.0,50.0,50.0,50.0,50.0,12577900
2021-05-10,50.0,50.0,50.0,50.0,50.0,43977000
2021-05-11,50.0,50.0,50.0,50.0,50.0,6921900
2021-05-17,50.0,50.0,50.0,50.0,50.0,428200
2021-05-18,50.0,50.0,50.0,50.0,50.0,5343700
2021-05-19,50.0,50.0,50.0,50.0,50.0,334200
2021-05-20,50.0,50.0,50.0,50.0,50.0,9340200
2021-05-21,50.0,50.0,50.0,50.0,50.0,15738700
2021-05-24,50.0,50.0,50.0,50.0,50.0,19909600
2021-05-25,50.0,50.0,50.0,50.0,50.0,15119800
2021-05-27,50.0,50.0,50.0,50.0,50.0,15581300
2021-05-28,50.0,50.0,50.0,50.0,50.0,4411900
2021-05-31,50.0,50.0,50.0,50.0,50.0,9951700
2021-06-02,50.0,50.0,50.0,50.0,50.0,4923500
2021-06-03,50.0,50.0,50.0,50.0,50.0,16461700
2021-06-04,50.0,50.0,50.0,50.0,50.0,4179700
2021-06-07,50.0,50.0,50.0,50.0,50.0,14470000
2021-06-08,50.0,50.0,50.0,50.0,50.0,290600
2021-06-09,50.0,50.0,50.0,50.0,50.0,15500
2021-06-10,50.0,50.0,50.0,50.0,50.0,37200
2021-06-11,50.0,50.0,50.0,50.0,50.0,56600
2021-06-14,50.0,50.0,50.0,50.0,50.0,7137500
2021-06-15,50.0,50.0,50.0,50.0,50.0,9473000
2021-06-16,50.0,50.0,50.0,50.0,50.0,22500
2021-06-17,50.0,50.0,50.0,50.0,50.0,13100
2021-06-18,50.0,50.0,50.0,50.0,50.0,7600
2021-06-22,50.0,50.0,50.0,50.0,50.0,2900
2021-06-23,50.0,50.0,50.0,50.0,50.0,111600
2021-06-24,50.0,50.0,50.0,50.0,50.0,2300
2021-06-28,50.0,50.0,50.0,50.0,50.0,2000900
2021-06-30,50.0,50.0,50.0,50.0,50.0,47100
2021-07-05,50.0,50.0,50.0,50.0,50.0,2600
2021-07-07,50.0,50.0,50.0,50.0,50.0,30200
2021-07-08,50.0,50.0,50.0,50.0,50.0,21100
2021-07-09,50.0,50.0,50.0,50.0,50.0,16300
2021-07-12,50.0,50.0,50.0,50.0,50.0,12600
2021-07-13,50.0,50.0,50.0,50.0,50.0,7013600
2021-07-14,50.0,50.0,50.0,50.0,50.0,4500
2021-07-15,50.0,50.0,50.0,50.0,50.0,7900
2021-07-16,50.0,50.0,50.0,50.0,50.0,9300
2021-07-19,50.0,50.0,50.0,50.0,50.0,9500
2021-07-21,50.0,50.0,50.0,50.0,50.0,3700
2021-07-22,50.0,50.0,50.0,50.0,50.0,13500
2021-07-23,50.0,50.0,50.0,50.0,50.0,14610600
2021-07-26,50.0,50.0,50.0,50.0,50.0,10400
2021-07-27,50.0,50.0,50.0,50.0,50.0,3600
2021-07-29,50.0,50.0,50.0,50.0,50.0,33300
2021-07-30,50.0,50.0,50.0,50.0,50.0,800
2021-08-02,50.0,50.0,50.0,50.0,50.0,8816900
2021-08-03,50.0,50.0,50.0,50.0,50.0,20200
2021-08-05,50.0,50.0,50.0,50.0,50.0,3715200
2021-08-06,50.0,50.0,50.0,50.0,50.0,50200
2021-08-09,50.0,50.0,50.0,50.0,50.0,12931100
2021-08-10,50.0,50.0,50.0,50.0,50.0,8100
2021-08-12,50.0,50.0,50.0,50.0,50.0,10606100
2021-08-13,50.0,50.0,50.0,50.0,50.0,5000
2021-08-16,50.0,50.0,50.0,50.0,50.0,6900
2021-08-19,50.0,50.0,50.0,50.0,50.0,1400
2021-08-20,50.0,50.0,50.0,50.0,50.0,11000
2021-08-23,50.0,50.0,50.0,50.0,50.0,40200
2021-08-24,50.0,50.0,50.0,50.0,50.0,4769000
2021-08-25,50.0,50.0,50.0,50.0,50.0,8606700
2021-08-26,50.0,50.0,50.0,50.0,50.0,121000
2021-08-27,50.0,50.0,50.0,50.0,50.0,4000
