Date,Open,High,Low,Close,Adj Close,Volume
2021-12-01,1645.0,1655.0,1640.0,1655.0,1655.0,4600
2021-12-02,1650.0,1650.0,1650.0,1650.0,1650.0,1300
2021-12-03,1650.0,1650.0,1650.0,1650.0,1650.0,800
2021-12-06,1605.0,1605.0,1605.0,1605.0,1605.0,4100
2021-12-07,1630.0,1645.0,1600.0,1600.0,1600.0,1200
2021-12-08,1645.0,1645.0,1635.0,1635.0,1635.0,200
2021-12-09,1600.0,1645.0,1600.0,1640.0,1640.0,1700
2021-12-10,1640.0,1640.0,1640.0,1640.0,1640.0,0
2021-12-13,1640.0,1680.0,1640.0,1675.0,1675.0,1500
2021-12-14,1675.0,1675.0,1675.0,1675.0,1675.0,0
2021-12-16,1675.0,1675.0,1675.0,1675.0,1675.0,100
2021-12-17,1675.0,1675.0,1675.0,1675.0,1675.0,400
2021-12-21,1615.0,1665.0,1615.0,1665.0,1665.0,700
2021-12-22,1665.0,1665.0,1665.0,1665.0,1665.0,100
2021-12-24,1665.0,1665.0,1635.0,1635.0,1635.0,300
2021-12-27,1635.0,1635.0,1635.0,1635.0,1635.0,0
2021-12-28,1600.0,1635.0,1600.0,1635.0,1635.0,700
2021-12-29,1635.0,1800.0,1635.0,1695.0,1695.0,6500
2021-12-30,1695.0,1695.0,1695.0,1695.0,1695.0,100
2022-01-03,1650.0,1650.0,1595.0,1595.0,1595.0,5300
2022-01-04,1595.0,1680.0,1595.0,1675.0,1675.0,1000
2022-01-05,1650.0,1650.0,1650.0,1650.0,1650.0,100
2022-01-06,1650.0,1650.0,1590.0,1640.0,1640.0,700
2022-01-07,1680.0,1680.0,1680.0,1680.0,1680.0,200
