Date,Open,High,Low,Close,Adj Close,Volume
2021-12-01,2130.0,2150.0,2050.0,2070.0,2070.0,21622900
2021-12-02,2060.0,2080.0,1955.0,1995.0,1995.0,51981300
2021-12-03,2000.0,2010.0,1920.0,1925.0,1925.0,43263100
2021-12-06,1925.0,2130.0,1900.0,2110.0,2110.0,75672900
2021-12-07,2140.0,2210.0,2070.0,2120.0,2120.0,84361800
2021-12-08,2140.0,2290.0,2120.0,2240.0,2240.0,114396900
2021-12-09,2260.0,2280.0,2210.0,2230.0,2230.0,29504400
2021-12-10,2230.0,2270.0,2120.0,2120.0,2120.0,50400100
2021-12-13,2150.0,2150.0,2060.0,2080.0,2080.0,35566300
2021-12-14,2080.0,2080.0,1990.0,2030.0,2030.0,47977600
2021-12-15,2040.0,2080.0,2020.0,2020.0,2020.0,19761500
2021-12-16,2030.0,2070.0,1990.0,2020.0,2020.0,19793200
2021-12-17,2020.0,2040.0,1990.0,2000.0,2000.0,25295100
2021-12-20,2000.0,2000.0,1950.0,1950.0,1950.0,26886100
2021-12-21,1950.0,2030.0,1940.0,1970.0,1970.0,19588400
2021-12-22,1980.0,2010.0,1970.0,1970.0,1970.0,23908200
2021-12-23,1990.0,2020.0,1970.0,1975.0,1975.0,16414400
2021-12-24,1980.0,2030.0,1980.0,2000.0,2000.0,18787800
2021-12-27,2010.0,2010.0,1970.0,1970.0,1970.0,16230300
2021-12-28,1970.0,1985.0,1920.0,1920.0,1920.0,27551400
2021-12-29,1920.0,1930.0,1825.0,1830.0,1830.0,48707500
2021-12-30,1840.0,1860.0,1810.0,1810.0,1810.0,22919100
2022-01-03,1810.0,1845.0,1705.0,1715.0,1715.0,63817300
2022-01-04,1720.0,1735.0,1620.0,1645.0,1645.0,108573600
2022-01-05,1670.0,1670.0,1535.0,1535.0,1535.0,146904100
2022-01-06,1525.0,1575.0,1460.0,1480.0,1480.0,142452900
2022-01-07,1500.0,1525.0,1400.0,1400.0,1400.0,149576100
