Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,52.0,53.0,50.0,52.0,52.0,1182200
2021-01-05,52.0,52.0,51.0,52.0,52.0,751700
2021-01-06,53.0,53.0,51.0,52.0,52.0,57800
2021-01-07,52.0,52.0,50.0,51.0,51.0,373300
2021-01-08,51.0,52.0,50.0,51.0,51.0,168700
2021-01-11,51.0,53.0,51.0,51.0,51.0,1034100
2021-01-12,52.0,54.0,51.0,53.0,53.0,1351400
2021-01-13,53.0,53.0,51.0,52.0,52.0,836100
2021-01-14,52.0,53.0,51.0,51.0,51.0,1335600
2021-01-15,52.0,53.0,51.0,53.0,53.0,1305200
2021-01-18,53.0,53.0,50.0,51.0,51.0,985700
2021-01-19,51.0,52.0,50.0,51.0,51.0,1635400
2021-01-20,51.0,51.0,50.0,51.0,51.0,468600
2021-01-21,51.0,51.0,50.0,50.0,50.0,709600
2021-01-22,50.0,50.0,50.0,50.0,50.0,251000
2021-01-25,50.0,51.0,50.0,51.0,51.0,1174400
2021-01-26,51.0,51.0,50.0,50.0,50.0,116700
2021-01-27,50.0,50.0,50.0,50.0,50.0,10600
2021-01-28,50.0,50.0,50.0,50.0,50.0,20000
2021-01-29,50.0,50.0,50.0,50.0,50.0,185900
2021-02-01,50.0,50.0,50.0,50.0,50.0,226800
2021-02-02,50.0,50.0,50.0,50.0,50.0,6300
2021-02-03,50.0,50.0,50.0,50.0,50.0,84000
2021-02-04,50.0,50.0,50.0,50.0,50.0,226900
2021-02-05,50.0,50.0,50.0,50.0,50.0,44700
2021-02-08,50.0,50.0,50.0,50.0,50.0,61500
2021-02-09,50.0,50.0,50.0,50.0,50.0,25500
2021-02-10,50.0,50.0,50.0,50.0,50.0,130100
2021-02-11,50.0,50.0,50.0,50.0,50.0,170300
2021-02-15,50.0,53.0,50.0,50.0,50.0,1887200
2021-02-16,50.0,51.0,50.0,50.0,50.0,483300
2021-02-17,50.0,51.0,50.0,50.0,50.0,445900
2021-02-18,50.0,50.0,50.0,50.0,50.0,115800
2021-02-19,50.0,50.0,50.0,50.0,50.0,167400
2021-02-22,50.0,50.0,50.0,50.0,50.0,8500
2021-02-23,50.0,50.0,50.0,50.0,50.0,105400
2021-02-24,50.0,61.0,50.0,50.0,50.0,28683100
2021-02-25,51.0,51.0,50.0,50.0,50.0,2317100
2021-02-26,50.0,51.0,50.0,50.0,50.0,669000
2021-03-01,50.0,50.0,50.0,50.0,50.0,272400
2021-03-02,50.0,50.0,50.0,50.0,50.0,28700
2021-03-03,50.0,50.0,50.0,50.0,50.0,37400
2021-03-04,51.0,53.0,50.0,50.0,50.0,12259800
2021-03-05,50.0,50.0,50.0,50.0,50.0,89100
2021-03-08,53.0,53.0,50.0,50.0,50.0,185300
2021-03-09,50.0,50.0,50.0,50.0,50.0,151900
2021-03-10,50.0,50.0,50.0,50.0,50.0,25300
2021-03-12,50.0,50.0,50.0,50.0,50.0,151100
2021-03-15,50.0,50.0,50.0,50.0,50.0,25800
2021-03-16,50.0,50.0,50.0,50.0,50.0,522700
2021-03-17,50.0,50.0,50.0,50.0,50.0,34200
2021-03-18,50.0,50.0,50.0,50.0,50.0,681000
2021-03-19,50.0,50.0,50.0,50.0,50.0,281800
2021-03-22,50.0,50.0,50.0,50.0,50.0,61600
2021-03-23,50.0,50.0,50.0,50.0,50.0,1000
2021-03-24,50.0,50.0,50.0,50.0,50.0,8800
2021-03-25,50.0,50.0,50.0,50.0,50.0,22700
2021-03-26,50.0,50.0,50.0,50.0,50.0,1348600
2021-03-29,50.0,50.0,50.0,50.0,50.0,360000
2021-03-30,50.0,50.0,50.0,50.0,50.0,15000
2021-03-31,50.0,50.0,50.0,50.0,50.0,5700
2021-04-01,50.0,50.0,50.0,50.0,50.0,3000
2021-04-05,50.0,50.0,50.0,50.0,50.0,19400
2021-04-06,50.0,50.0,50.0,50.0,50.0,12700
2021-04-07,50.0,50.0,50.0,50.0,50.0,8300
2021-04-08,50.0,50.0,50.0,50.0,50.0,11600
2021-04-09,50.0,50.0,50.0,50.0,50.0,17400
2021-04-12,50.0,50.0,50.0,50.0,50.0,9600
2021-04-13,50.0,50.0,50.0,50.0,50.0,2800
2021-04-14,50.0,50.0,50.0,50.0,50.0,2600
2021-04-15,50.0,50.0,50.0,50.0,50.0,23500
2021-04-16,50.0,50.0,50.0,50.0,50.0,2900
2021-04-19,50.0,50.0,50.0,50.0,50.0,355000
2021-04-20,50.0,61.0,50.0,50.0,50.0,178621000
2021-04-21,50.0,50.0,50.0,50.0,50.0,1114400
2021-04-22,50.0,50.0,50.0,50.0,50.0,357500
2021-04-23,50.0,50.0,50.0,50.0,50.0,31600
2021-04-26,50.0,50.0,50.0,50.0,50.0,14600
2021-04-27,50.0,50.0,50.0,50.0,50.0,41300
2021-04-28,50.0,50.0,50.0,50.0,50.0,234600
2021-04-29,50.0,50.0,50.0,50.0,50.0,68700
2021-04-30,50.0,50.0,50.0,50.0,50.0,26300
2021-05-03,50.0,50.0,50.0,50.0,50.0,4300
2021-05-04,50.0,50.0,50.0,50.0,50.0,74500
2021-05-05,50.0,50.0,50.0,50.0,50.0,113200
2021-05-06,50.0,50.0,50.0,50.0,50.0,95900
2021-05-07,50.0,50.0,50.0,50.0,50.0,180600
2021-05-10,50.0,50.0,50.0,50.0,50.0,3300
2021-05-11,50.0,50.0,50.0,50.0,50.0,1700
2021-05-18,50.0,50.0,50.0,50.0,50.0,32700
2021-05-19,50.0,50.0,50.0,50.0,50.0,142500
2021-05-20,50.0,50.0,50.0,50.0,50.0,1800
2021-05-21,50.0,50.0,50.0,50.0,50.0,21700
2021-05-24,50.0,50.0,50.0,50.0,50.0,500
2021-05-25,50.0,50.0,50.0,50.0,50.0,152300
2021-05-27,50.0,50.0,50.0,50.0,50.0,6800
2021-05-28,50.0,50.0,50.0,50.0,50.0,21200
2021-05-31,50.0,50.0,50.0,50.0,50.0,141800
2021-06-02,50.0,50.0,50.0,50.0,50.0,75900
2021-06-03,50.0,50.0,50.0,50.0,50.0,37600
2021-06-04,50.0,50.0,50.0,50.0,50.0,21800
2021-06-07,50.0,50.0,50.0,50.0,50.0,22900
2021-06-08,50.0,50.0,50.0,50.0,50.0,14900
2021-06-09,50.0,50.0,50.0,50.0,50.0,61100
2021-06-10,50.0,50.0,50.0,50.0,50.0,300
2021-06-11,50.0,50.0,50.0,50.0,50.0,53700
2021-06-14,50.0,50.0,50.0,50.0,50.0,35400
2021-06-15,50.0,50.0,50.0,50.0,50.0,3400
2021-06-16,50.0,50.0,50.0,50.0,50.0,1500
2021-06-17,50.0,50.0,50.0,50.0,50.0,11300
2021-06-18,50.0,50.0,50.0,50.0,50.0,1600
2021-06-21,50.0,50.0,50.0,50.0,50.0,200
2021-06-22,50.0,50.0,50.0,50.0,50.0,2400
2021-06-24,50.0,50.0,50.0,50.0,50.0,1400
2021-06-25,50.0,50.0,50.0,50.0,50.0,4700
2021-06-28,50.0,50.0,50.0,50.0,50.0,201500
2021-06-30,50.0,50.0,50.0,50.0,50.0,600
2021-07-01,50.0,50.0,50.0,50.0,50.0,63300
2021-07-02,50.0,50.0,50.0,50.0,50.0,100
2021-07-06,50.0,50.0,50.0,50.0,50.0,31700
2021-07-07,50.0,50.0,50.0,50.0,50.0,1100
2021-07-08,50.0,50.0,50.0,50.0,50.0,3800
2021-07-13,50.0,50.0,50.0,50.0,50.0,30300
2021-07-16,50.0,50.0,50.0,50.0,50.0,0
