Date,Open,High,Low,Close,Adj Close,Volume
2021-12-01,11275.0,13000.0,11275.0,12425.0,12425.0,8100
2021-12-02,12425.0,12950.0,12100.0,12425.0,12425.0,3700
2021-12-03,12200.0,13100.0,12200.0,12900.0,12900.0,3100
2021-12-06,12900.0,13100.0,12100.0,12625.0,12625.0,6800
2021-12-07,12625.0,12625.0,12500.0,12600.0,12600.0,1800
2021-12-08,12400.0,13000.0,12300.0,12975.0,12975.0,2100
2021-12-09,12975.0,12975.0,12850.0,12950.0,12950.0,2300
2021-12-10,12950.0,12950.0,12950.0,12950.0,12950.0,100
2021-12-13,12700.0,12900.0,12200.0,12450.0,12450.0,14500
2021-12-14,12400.0,12425.0,12000.0,12400.0,12400.0,1200
2021-12-15,12400.0,12475.0,12250.0,12450.0,12450.0,1600
2021-12-16,12450.0,12700.0,12200.0,12200.0,12200.0,1700
2021-12-17,12200.0,12800.0,11600.0,12100.0,12100.0,4800
2021-12-20,12100.0,12100.0,11900.0,11975.0,11975.0,1300
2021-12-21,11975.0,11975.0,11300.0,11975.0,11975.0,16500
2021-12-22,11975.0,11975.0,11600.0,11975.0,11975.0,7300
2021-12-23,11975.0,12125.0,11700.0,12075.0,12075.0,6200
2021-12-24,12075.0,12075.0,12050.0,12050.0,12050.0,300
2021-12-27,12025.0,12025.0,12025.0,12025.0,12025.0,600
2021-12-28,11775.0,12125.0,11775.0,12000.0,12000.0,3100
2021-12-29,12250.0,12725.0,12250.0,12600.0,12600.0,2000
2021-12-30,12575.0,12600.0,12575.0,12600.0,12600.0,3100
2022-01-03,12625.0,13700.0,12600.0,13700.0,13700.0,40900
2022-01-04,13725.0,13725.0,13500.0,13500.0,13500.0,15300
2022-01-05,13725.0,14125.0,13725.0,14000.0,14000.0,21800
2022-01-06,14200.0,14600.0,14025.0,14150.0,14150.0,24600
2022-01-07,14150.0,14375.0,14100.0,14175.0,14175.0,25900
