Date,Open,High,Low,Close,Adj Close,Volume
2021-12-01,27650.0,27675.0,25775.0,27650.0,27650.0,92700
2021-12-02,27500.0,28000.0,26600.0,27675.0,27675.0,81100
2021-12-03,27475.0,27500.0,26825.0,27200.0,27200.0,107900
2021-12-06,27200.0,28250.0,26500.0,26550.0,26550.0,71900
2021-12-07,26800.0,27225.0,25975.0,25975.0,25975.0,86400
2021-12-08,25975.0,26500.0,25875.0,26200.0,26200.0,123300
2021-12-09,26200.0,26500.0,25875.0,25900.0,25900.0,44100
2021-12-10,25900.0,26500.0,25850.0,26500.0,26500.0,60400
2021-12-13,26500.0,26625.0,26400.0,26525.0,26525.0,60700
2021-12-14,26525.0,26700.0,26200.0,26550.0,26550.0,62200
2021-12-15,26575.0,26575.0,26375.0,26400.0,26400.0,52000
2021-12-16,26400.0,26425.0,26000.0,26000.0,26000.0,26000
2021-12-17,26025.0,27000.0,26025.0,27000.0,27000.0,83900
2021-12-20,27025.0,27400.0,26650.0,27000.0,27000.0,79400
2021-12-21,27000.0,27000.0,26375.0,26700.0,26700.0,31300
2021-12-22,26700.0,27000.0,26500.0,27000.0,27000.0,32200
2021-12-23,26600.0,27000.0,25950.0,26575.0,26575.0,13300
2021-12-24,26575.0,26900.0,26475.0,26900.0,26900.0,49400
2021-12-27,26900.0,27000.0,26900.0,26900.0,26900.0,18000
2021-12-28,26900.0,26900.0,26000.0,26500.0,26500.0,29400
2021-12-29,26600.0,26750.0,26350.0,26500.0,26500.0,33700
2021-12-30,26500.0,27000.0,26300.0,27000.0,27000.0,82900
2022-01-03,26750.0,26750.0,26200.0,26200.0,26200.0,94400
2022-01-04,26200.0,26500.0,25800.0,26500.0,26500.0,109200
2022-01-05,26500.0,26525.0,26250.0,26425.0,26425.0,63200
2022-01-06,26400.0,26975.0,26225.0,26300.0,26300.0,78200
2022-01-07,26500.0,26600.0,26200.0,26250.0,26250.0,158600
